Departamento,CÛdigo DANE Municipio
AMAZONAS,91263
AMAZONAS,91405
AMAZONAS,91407
AMAZONAS,91430
AMAZONAS,91001
AMAZONAS,91460
AMAZONAS,91530
AMAZONAS,91536
AMAZONAS,91540
AMAZONAS,91669
AMAZONAS,91798
ANTIOQUIA,5120
ANTIOQUIA,5154
ANTIOQUIA,5250
ANTIOQUIA,5495
ANTIOQUIA,5790
ANTIOQUIA,5895
ANTIOQUIA,5142
ANTIOQUIA,5425
ANTIOQUIA,5579
ANTIOQUIA,5585
ANTIOQUIA,5591
ANTIOQUIA,5893
ANTIOQUIA,5031
ANTIOQUIA,5040
ANTIOQUIA,5190
ANTIOQUIA,5604
ANTIOQUIA,5670
ANTIOQUIA,5690
ANTIOQUIA,5736
ANTIOQUIA,5858
ANTIOQUIA,5885
ANTIOQUIA,5890
ANTIOQUIA,5038
ANTIOQUIA,5086
ANTIOQUIA,5107
ANTIOQUIA,5134
ANTIOQUIA,5150
ANTIOQUIA,5237
ANTIOQUIA,5264
ANTIOQUIA,5310
ANTIOQUIA,5315
ANTIOQUIA,5361
ANTIOQUIA,5647
ANTIOQUIA,5658
ANTIOQUIA,5664
ANTIOQUIA,5686
ANTIOQUIA,5819
ANTIOQUIA,5854
ANTIOQUIA,5887
ANTIOQUIA,5004
ANTIOQUIA,5044
ANTIOQUIA,5059
ANTIOQUIA,5113
ANTIOQUIA,5138
ANTIOQUIA,5234
ANTIOQUIA,5240
ANTIOQUIA,5284
ANTIOQUIA,5306
ANTIOQUIA,5347
ANTIOQUIA,5411
ANTIOQUIA,5501
ANTIOQUIA,5543
ANTIOQUIA,5628
ANTIOQUIA,5656
ANTIOQUIA,5042
ANTIOQUIA,5761
ANTIOQUIA,5842
ANTIOQUIA,5002
ANTIOQUIA,5021
ANTIOQUIA,5055
ANTIOQUIA,5148
ANTIOQUIA,5197
ANTIOQUIA,5206
ANTIOQUIA,5313
ANTIOQUIA,5318
ANTIOQUIA,5321
ANTIOQUIA,5376
ANTIOQUIA,5400
ANTIOQUIA,5440
ANTIOQUIA,5483
ANTIOQUIA,5541
ANTIOQUIA,5607
ANTIOQUIA,5615
ANTIOQUIA,5649
ANTIOQUIA,5652
ANTIOQUIA,5660
ANTIOQUIA,5667
ANTIOQUIA,5674
ANTIOQUIA,5697
ANTIOQUIA,5756
ANTIOQUIA,5030
ANTIOQUIA,5034
ANTIOQUIA,5036
ANTIOQUIA,5091
ANTIOQUIA,5093
ANTIOQUIA,5125
ANTIOQUIA,5145
ANTIOQUIA,5101
ANTIOQUIA,5209
ANTIOQUIA,5282
ANTIOQUIA,5353
ANTIOQUIA,5364
ANTIOQUIA,5368
ANTIOQUIA,5390
ANTIOQUIA,5467
ANTIOQUIA,5576
ANTIOQUIA,5642
ANTIOQUIA,5679
ANTIOQUIA,5789
ANTIOQUIA,5792
ANTIOQUIA,5809
ANTIOQUIA,5847
ANTIOQUIA,5856
ANTIOQUIA,5861
ANTIOQUIA,5045
ANTIOQUIA,5051
ANTIOQUIA,5147
ANTIOQUIA,5172
ANTIOQUIA,5475
ANTIOQUIA,5480
ANTIOQUIA,5490
ANTIOQUIA,5659
ANTIOQUIA,5665
ANTIOQUIA,5837
ANTIOQUIA,5873
ANTIOQUIA,5079
ANTIOQUIA,5088
ANTIOQUIA,5129
ANTIOQUIA,5212
ANTIOQUIA,5266
ANTIOQUIA,5308
ANTIOQUIA,5360
ANTIOQUIA,5380
ANTIOQUIA,5001
ANTIOQUIA,5631
ARAUCA,81001
ARAUCA,81065
ARAUCA,81220
ARAUCA,81300
ARAUCA,81591
ARAUCA,81736
ARAUCA,81794
ARCHIPIELAGO DE SAN ANDRES,88564
ARCHIPIELAGO DE SAN ANDRES,88001
ATL¡NTICO,8001
ATL¡NTICO,8296
ATL¡NTICO,8433
ATL¡NTICO,8573
ATL¡NTICO,8758
ATL¡NTICO,8137
ATL¡NTICO,8141
ATL¡NTICO,8421
ATL¡NTICO,8436
ATL¡NTICO,8606
ATL¡NTICO,8675
ATL¡NTICO,8770
ATL¡NTICO,8078
ATL¡NTICO,8520
ATL¡NTICO,8558
ATL¡NTICO,8560
ATL¡NTICO,8634
ATL¡NTICO,8638
ATL¡NTICO,8685
ATL¡NTICO,8372
ATL¡NTICO,8549
ATL¡NTICO,8832
ATL¡NTICO,8849
BOGOT¡Å D.C.,11001
BOLIVAR,13188
BOLIVAR,13300
BOLIVAR,13440
BOLIVAR,13468
BOLIVAR,13650
BOLIVAR,13780
BOLIVAR,13052
BOLIVAR,13062
BOLIVAR,13140
BOLIVAR,13001
BOLIVAR,13222
BOLIVAR,13433
BOLIVAR,13620
BOLIVAR,13647
BOLIVAR,13673
BOLIVAR,13683
BOLIVAR,13760
BOLIVAR,13836
BOLIVAR,13838
BOLIVAR,13873
BOLIVAR,13030
BOLIVAR,13074
BOLIVAR,13268
BOLIVAR,13580
BOLIVAR,13600
BOLIVAR,13667
BOLIVAR,13042
BOLIVAR,13160
BOLIVAR,13473
BOLIVAR,13670
BOLIVAR,13688
BOLIVAR,13744
BOLIVAR,13006
BOLIVAR,13430
BOLIVAR,13458
BOLIVAR,13549
BOLIVAR,13655
BOLIVAR,13810
BOLIVAR,13244
BOLIVAR,13212
BOLIVAR,13248
BOLIVAR,13442
BOLIVAR,13654
BOLIVAR,13657
BOLIVAR,13894
BOYAC¡Å,15232
BOYAC¡Å,15187
BOYAC¡Å,15204
BOYAC¡Å,15224
BOYAC¡Å,15476
BOYAC¡Å,15500
BOYAC¡Å,15646
BOYAC¡Å,15740
BOYAC¡Å,15762
BOYAC¡Å,15764
BOYAC¡Å,15763
BOYAC¡Å,15814
BOYAC¡Å,15001
BOYAC¡Å,15837
BOYAC¡Å,15861
BOYAC¡Å,15180
BOYAC¡Å,15223
BOYAC¡Å,15244
BOYAC¡Å,15248
BOYAC¡Å,15317
BOYAC¡Å,15332
BOYAC¡Å,15522
BOYAC¡Å,15377
BOYAC¡Å,15518
BOYAC¡Å,15533
BOYAC¡Å,15550
BOYAC¡Å,15090
BOYAC¡Å,15135
BOYAC¡Å,15455
BOYAC¡Å,15514
BOYAC¡Å,15660
BOYAC¡Å,15897
BOYAC¡Å,15104
BOYAC¡Å,15189
BOYAC¡Å,15367
BOYAC¡Å,15494
BOYAC¡Å,15599
BOYAC¡Å,15621
BOYAC¡Å,15804
BOYAC¡Å,15835
BOYAC¡Å,15842
BOYAC¡Å,15879
BOYAC¡Å,15172
BOYAC¡Å,15299
BOYAC¡Å,15425
BOYAC¡Å,15511
BOYAC¡Å,15667
BOYAC¡Å,15690
BOYAC¡Å,15097
BOYAC¡Å,15218
BOYAC¡Å,15403
BOYAC¡Å,15673
BOYAC¡Å,15720
BOYAC¡Å,15723
BOYAC¡Å,15753
BOYAC¡Å,15774
BOYAC¡Å,15810
BOYAC¡Å,15106
BOYAC¡Å,15109
BOYAC¡Å,15131
BOYAC¡Å,15176
BOYAC¡Å,15212
BOYAC¡Å,15401
BOYAC¡Å,15442
BOYAC¡Å,15480
BOYAC¡Å,15507
BOYAC¡Å,15531
BOYAC¡Å,15572
BOYAC¡Å,15580
BOYAC¡Å,15632
BOYAC¡Å,15676
BOYAC¡Å,15681
BOYAC¡Å,15832
BOYAC¡Å,15022
BOYAC¡Å,15236
BOYAC¡Å,15322
BOYAC¡Å,15325
BOYAC¡Å,15380
BOYAC¡Å,15761
BOYAC¡Å,15778
BOYAC¡Å,15798
BOYAC¡Å,15051
BOYAC¡Å,15185
BOYAC¡Å,15293
BOYAC¡Å,15469
BOYAC¡Å,15600
BOYAC¡Å,15638
BOYAC¡Å,15664
BOYAC¡Å,15696
BOYAC¡Å,15686
BOYAC¡Å,15776
BOYAC¡Å,15808
BOYAC¡Å,15816
BOYAC¡Å,15407
BOYAC¡Å,15047
BOYAC¡Å,15226
BOYAC¡Å,15272
BOYAC¡Å,15296
BOYAC¡Å,15362
BOYAC¡Å,15464
BOYAC¡Å,15466
BOYAC¡Å,15491
BOYAC¡Å,15542
BOYAC¡Å,15759
BOYAC¡Å,15806
BOYAC¡Å,15820
BOYAC¡Å,15822
BOYAC¡Å,15087
BOYAC¡Å,15114
BOYAC¡Å,15162
BOYAC¡Å,15215
BOYAC¡Å,15238
BOYAC¡Å,15276
BOYAC¡Å,15516
BOYAC¡Å,15693
BOYAC¡Å,15839
BOYAC¡Å,15092
BOYAC¡Å,15183
BOYAC¡Å,15368
BOYAC¡Å,15537
BOYAC¡Å,15757
BOYAC¡Å,15755
BOYAC¡Å,15790
CALDAS,17272
CALDAS,17388
CALDAS,17442
CALDAS,17614
CALDAS,17777
CALDAS,17433
CALDAS,17444
CALDAS,17446
CALDAS,17541
CALDAS,17042
CALDAS,17088
CALDAS,17616
CALDAS,17665
CALDAS,17877
CALDAS,17174
CALDAS,17001
CALDAS,17486
CALDAS,17524
CALDAS,17873
CALDAS,17013
CALDAS,17050
CALDAS,17513
CALDAS,17653
CALDAS,17380
CALDAS,17495
CALDAS,17662
CALDAS,17867
CAQUETA,18029
CAQUETA,18094
CAQUETA,18150
CAQUETA,18205
CAQUETA,18247
CAQUETA,18256
CAQUETA,18001
CAQUETA,18410
CAQUETA,18460
CAQUETA,18479
CAQUETA,18592
CAQUETA,18610
CAQUETA,18753
CAQUETA,18756
CAQUETA,18785
CAQUETA,18860
CASANARE,85010
CASANARE,85015
CASANARE,85125
CASANARE,85136
CASANARE,85139
CASANARE,85162
CASANARE,85225
CASANARE,85230
CASANARE,85250
CASANARE,85263
CASANARE,85279
CASANARE,85300
CASANARE,85315
CASANARE,85325
CASANARE,85400
CASANARE,85410
CASANARE,85430
CASANARE,85440
CASANARE,85001
CAUCA,19130
CAUCA,19256
CAUCA,19392
CAUCA,19473
CAUCA,19548
CAUCA,19001
CAUCA,19622
CAUCA,19760
CAUCA,19807
CAUCA,19110
CAUCA,19142
CAUCA,19212
CAUCA,19455
CAUCA,19513
CAUCA,19573
CAUCA,19698
CAUCA,19780
CAUCA,19845
CAUCA,19318
CAUCA,19418
CAUCA,19809
CAUCA,19137
CAUCA,19355
CAUCA,19364
CAUCA,19517
CAUCA,19585
CAUCA,19743
CAUCA,19821
CAUCA,19824
CAUCA,19022
CAUCA,19050
CAUCA,19075
CAUCA,19100
CAUCA,19290
CAUCA,19397
CAUCA,19450
CAUCA,19532
CAUCA,19533
CAUCA,19693
CAUCA,19701
CAUCA,19785
CESAR,20045
CESAR,20175
CESAR,20178
CESAR,20228
CESAR,20400
CESAR,20517
CESAR,20787
CESAR,20032
CESAR,20060
CESAR,20238
CESAR,20250
CESAR,20013
CESAR,20621
CESAR,20443
CESAR,20570
CESAR,20750
CESAR,20001
CESAR,20011
CESAR,20295
CESAR,20310
CESAR,20383
CESAR,20550
CESAR,20614
CESAR,20710
CESAR,20770
CHOCO,27050
CHOCO,27073
CHOCO,27099
CHOCO,27245
CHOCO,27413
CHOCO,27425
CHOCO,27001
CHOCO,27600
CHOCO,27006
CHOCO,27086
CHOCO,27150
CHOCO,27615
CHOCO,27800
CHOCO,27075
CHOCO,27372
CHOCO,27495
CHOCO,27025
CHOCO,27077
CHOCO,27250
CHOCO,27430
CHOCO,27135
CHOCO,27160
CHOCO,27205
CHOCO,27361
CHOCO,27450
CHOCO,27491
CHOCO,27580
CHOCO,27660
CHOCO,27745
CHOCO,27787
CHOCO,27810
CORDOBA,23807
CORDOBA,23855
CORDOBA,23168
CORDOBA,23300
CORDOBA,23417
CORDOBA,23464
CORDOBA,23586
CORDOBA,23001
CORDOBA,23090
CORDOBA,23419
CORDOBA,23500
CORDOBA,23574
CORDOBA,23672
CORDOBA,23675
CORDOBA,23182
CORDOBA,23660
CORDOBA,23670
CORDOBA,23068
CORDOBA,23079
CORDOBA,23350
CORDOBA,23466
CORDOBA,23555
CORDOBA,23570
CORDOBA,23580
CORDOBA,23162
CORDOBA,23189
CORDOBA,23678
CORDOBA,23686
CUNDINAMARCA,25183
CUNDINAMARCA,25426
CUNDINAMARCA,25436
CUNDINAMARCA,25736
CUNDINAMARCA,25772
CUNDINAMARCA,25807
CUNDINAMARCA,25873
CUNDINAMARCA,25001
CUNDINAMARCA,25307
CUNDINAMARCA,25324
CUNDINAMARCA,25368
CUNDINAMARCA,25483
CUNDINAMARCA,25488
CUNDINAMARCA,25612
CUNDINAMARCA,25815
CUNDINAMARCA,25148
CUNDINAMARCA,25320
CUNDINAMARCA,25572
CUNDINAMARCA,25019
CUNDINAMARCA,25398
CUNDINAMARCA,25402
CUNDINAMARCA,25489
CUNDINAMARCA,25491
CUNDINAMARCA,25592
CUNDINAMARCA,25658
CUNDINAMARCA,25718
CUNDINAMARCA,25777
CUNDINAMARCA,25851
CUNDINAMARCA,25862
CUNDINAMARCA,25875
CUNDINAMARCA,25293
CUNDINAMARCA,25297
CUNDINAMARCA,25299
CUNDINAMARCA,25322
CUNDINAMARCA,25326
CUNDINAMARCA,25372
CUNDINAMARCA,25377
CUNDINAMARCA,25839
CUNDINAMARCA,25086
CUNDINAMARCA,25095
CUNDINAMARCA,25168
CUNDINAMARCA,25328
CUNDINAMARCA,25580
CUNDINAMARCA,25662
CUNDINAMARCA,25867
CUNDINAMARCA,25438
CUNDINAMARCA,25530
CUNDINAMARCA,25151
CUNDINAMARCA,25178
CUNDINAMARCA,25181
CUNDINAMARCA,25279
CUNDINAMARCA,25281
CUNDINAMARCA,25335
CUNDINAMARCA,25339
CUNDINAMARCA,25594
CUNDINAMARCA,25841
CUNDINAMARCA,25845
CUNDINAMARCA,25258
CUNDINAMARCA,25394
CUNDINAMARCA,25513
CUNDINAMARCA,25518
CUNDINAMARCA,25653
CUNDINAMARCA,25823
CUNDINAMARCA,25871
CUNDINAMARCA,25885
CUNDINAMARCA,25126
CUNDINAMARCA,25175
CUNDINAMARCA,25200
CUNDINAMARCA,25295
CUNDINAMARCA,25486
CUNDINAMARCA,25758
CUNDINAMARCA,25785
CUNDINAMARCA,25817
CUNDINAMARCA,25899
CUNDINAMARCA,25099
CUNDINAMARCA,25214
CUNDINAMARCA,25260
CUNDINAMARCA,25269
CUNDINAMARCA,25286
CUNDINAMARCA,25430
CUNDINAMARCA,25473
CUNDINAMARCA,25769
CUNDINAMARCA,25799
CUNDINAMARCA,25898
CUNDINAMARCA,25740
CUNDINAMARCA,25754
CUNDINAMARCA,25053
CUNDINAMARCA,25120
CUNDINAMARCA,25290
CUNDINAMARCA,25312
CUNDINAMARCA,25524
CUNDINAMARCA,25535
CUNDINAMARCA,25649
CUNDINAMARCA,25743
CUNDINAMARCA,25805
CUNDINAMARCA,25506
CUNDINAMARCA,25035
CUNDINAMARCA,25040
CUNDINAMARCA,25599
CUNDINAMARCA,25123
CUNDINAMARCA,25245
CUNDINAMARCA,25386
CUNDINAMARCA,25596
CUNDINAMARCA,25645
CUNDINAMARCA,25797
CUNDINAMARCA,25878
CUNDINAMARCA,25154
CUNDINAMARCA,25224
CUNDINAMARCA,25288
CUNDINAMARCA,25317
CUNDINAMARCA,25407
CUNDINAMARCA,25745
CUNDINAMARCA,25779
CUNDINAMARCA,25781
CUNDINAMARCA,25793
CUNDINAMARCA,25843
GUAINIA,94343
GUAINIA,94886
GUAINIA,94001
GUAINIA,94885
GUAINIA,94663
GUAINIA,94888
GUAINIA,94887
GUAINIA,94884
GUAINIA,94883
GUAVIARE,95015
GUAVIARE,95025
GUAVIARE,95200
GUAVIARE,95001
HUILA,41013
HUILA,41026
HUILA,41298
HUILA,41306
HUILA,41319
HUILA,41548
HUILA,41770
HUILA,41791
HUILA,41016
HUILA,41020
HUILA,41078
HUILA,41132
HUILA,41206
HUILA,41349
HUILA,41357
HUILA,41001
HUILA,41524
HUILA,41615
HUILA,41676
HUILA,41799
HUILA,41801
HUILA,41872
HUILA,41885
HUILA,41378
HUILA,41396
HUILA,41483
HUILA,41518
HUILA,41797
HUILA,41006
HUILA,41244
HUILA,41359
HUILA,41503
HUILA,41530
HUILA,41551
HUILA,41660
HUILA,41668
HUILA,41807
LA GUAJIRA,44035
LA GUAJIRA,44090
LA GUAJIRA,44430
LA GUAJIRA,44560
LA GUAJIRA,44001
LA GUAJIRA,44847
LA GUAJIRA,44078
LA GUAJIRA,44098
LA GUAJIRA,44110
LA GUAJIRA,44279
LA GUAJIRA,44378
LA GUAJIRA,44420
LA GUAJIRA,44650
LA GUAJIRA,44855
LA GUAJIRA,44874
MAGDALENA,47058
MAGDALENA,47170
MAGDALENA,47460
MAGDALENA,47555
MAGDALENA,47660
MAGDALENA,47798
MAGDALENA,47030
MAGDALENA,47053
MAGDALENA,47189
MAGDALENA,47268
MAGDALENA,47288
MAGDALENA,47570
MAGDALENA,47980
MAGDALENA,47161
MAGDALENA,47205
MAGDALENA,47258
MAGDALENA,47541
MAGDALENA,47551
MAGDALENA,47605
MAGDALENA,47675
MAGDALENA,47745
MAGDALENA,47960
MAGDALENA,47001
MAGDALENA,47245
MAGDALENA,47318
MAGDALENA,47545
MAGDALENA,47692
MAGDALENA,47703
MAGDALENA,47707
MAGDALENA,47720
META,50251
META,50270
META,50287
META,50313
META,50350
META,50370
META,50400
META,50325
META,50330
META,50450
META,50577
META,50590
META,50683
META,50711
META,50001
META,50006
META,50110
META,50150
META,50226
META,50245
META,50318
META,50606
META,50680
META,50686
META,50223
META,50689
META,50124
META,50568
META,50573
NARI—O,52240
NARI—O,52207
NARI—O,52254
NARI—O,52260
NARI—O,52381
NARI—O,52480
NARI—O,52001
NARI—O,52683
NARI—O,52788
NARI—O,52885
NARI—O,52036
NARI—O,52320
NARI—O,52385
NARI—O,52411
NARI—O,52418
NARI—O,52435
NARI—O,52506
NARI—O,52565
NARI—O,52612
NARI—O,52678
NARI—O,52699
NARI—O,52720
NARI—O,52838
NARI—O,52079
NARI—O,52250
NARI—O,52520
NARI—O,52390
NARI—O,52427
NARI—O,52473
NARI—O,52490
NARI—O,52621
NARI—O,52696
NARI—O,52835
NARI—O,52019
NARI—O,52051
NARI—O,52083
NARI—O,52110
NARI—O,52203
NARI—O,52233
NARI—O,52256
NARI—O,52258
NARI—O,52378
NARI—O,52399
NARI—O,52405
NARI—O,52540
NARI—O,52685
NARI—O,52687
NARI—O,52693
NARI—O,52694
NARI—O,52786
NARI—O,52022
NARI—O,52210
NARI—O,52215
NARI—O,52224
NARI—O,52227
NARI—O,52287
NARI—O,52317
NARI—O,52323
NARI—O,52352
NARI—O,52354
NARI—O,52356
NARI—O,52560
NARI—O,52573
NARI—O,52585
NORTE DE SANTANDER,54051
NORTE DE SANTANDER,54223
NORTE DE SANTANDER,54313
NORTE DE SANTANDER,54418
NORTE DE SANTANDER,54660
NORTE DE SANTANDER,54680
NORTE DE SANTANDER,54871
NORTE DE SANTANDER,54109
NORTE DE SANTANDER,54250
NORTE DE SANTANDER,54720
NORTE DE SANTANDER,54810
NORTE DE SANTANDER,54003
NORTE DE SANTANDER,54128
NORTE DE SANTANDER,54206
NORTE DE SANTANDER,54245
NORTE DE SANTANDER,54344
NORTE DE SANTANDER,54385
NORTE DE SANTANDER,54398
NORTE DE SANTANDER,54498
NORTE DE SANTANDER,54670
NORTE DE SANTANDER,54800
NORTE DE SANTANDER,54001
NORTE DE SANTANDER,54261
NORTE DE SANTANDER,54405
NORTE DE SANTANDER,54553
NORTE DE SANTANDER,54673
NORTE DE SANTANDER,54874
NORTE DE SANTANDER,54125
NORTE DE SANTANDER,54174
NORTE DE SANTANDER,54480
NORTE DE SANTANDER,54518
NORTE DE SANTANDER,54520
NORTE DE SANTANDER,54743
NORTE DE SANTANDER,54099
NORTE DE SANTANDER,54172
NORTE DE SANTANDER,54239
NORTE DE SANTANDER,54347
NORTE DE SANTANDER,54377
NORTE DE SANTANDER,54599
NORTE DE SANTANDER,54820
PUTUMAYO,86219
PUTUMAYO,86001
PUTUMAYO,86320
PUTUMAYO,86568
PUTUMAYO,86569
PUTUMAYO,86571
PUTUMAYO,86573
PUTUMAYO,86755
PUTUMAYO,86757
PUTUMAYO,86760
PUTUMAYO,86749
PUTUMAYO,86865
PUTUMAYO,86885
QUINDIO,63001
QUINDIO,63111
QUINDIO,63130
QUINDIO,63212
QUINDIO,63302
QUINDIO,63548
QUINDIO,63272
QUINDIO,63690
QUINDIO,63190
QUINDIO,63401
QUINDIO,63470
QUINDIO,63594
RISARALDA,66170
RISARALDA,66400
RISARALDA,66440
RISARALDA,66001
RISARALDA,66682
RISARALDA,66045
RISARALDA,66075
RISARALDA,66088
RISARALDA,66318
RISARALDA,66383
RISARALDA,66594
RISARALDA,66687
RISARALDA,66456
RISARALDA,66572
SANTANDER,68176
SANTANDER,68209
SANTANDER,68211
SANTANDER,68245
SANTANDER,68296
SANTANDER,68298
SANTANDER,68320
SANTANDER,68322
SANTANDER,68344
SANTANDER,68500
SANTANDER,68522
SANTANDER,68524
SANTANDER,68720
SANTANDER,68745
SANTANDER,68755
SANTANDER,68770
SANTANDER,68147
SANTANDER,68152
SANTANDER,68160
SANTANDER,68162
SANTANDER,68207
SANTANDER,68266
SANTANDER,68318
SANTANDER,68425
SANTANDER,68432
SANTANDER,68468
SANTANDER,68669
SANTANDER,68684
SANTANDER,68686
SANTANDER,68051
SANTANDER,68079
SANTANDER,68121
SANTANDER,68167
SANTANDER,68217
SANTANDER,68229
SANTANDER,68264
SANTANDER,68370
SANTANDER,68464
SANTANDER,68498
SANTANDER,68502
SANTANDER,68533
SANTANDER,68549
SANTANDER,68679
SANTANDER,68682
SANTANDER,68855
SANTANDER,68872
SANTANDER,68081
SANTANDER,68092
SANTANDER,68235
SANTANDER,68575
SANTANDER,68655
SANTANDER,68689
SANTANDER,68895
SANTANDER,68001
SANTANDER,68132
SANTANDER,68169
SANTANDER,68255
SANTANDER,68276
SANTANDER,68307
SANTANDER,68406
SANTANDER,68418
SANTANDER,68444
SANTANDER,68547
SANTANDER,68615
SANTANDER,68705
SANTANDER,68780
SANTANDER,68820
SANTANDER,68867
SANTANDER,68013
SANTANDER,68020
SANTANDER,68077
SANTANDER,68101
SANTANDER,68179
SANTANDER,68190
SANTANDER,68250
SANTANDER,68271
SANTANDER,68324
SANTANDER,68327
SANTANDER,68368
SANTANDER,68377
SANTANDER,68397
SANTANDER,68385
SANTANDER,68572
SANTANDER,68573
SANTANDER,68673
SANTANDER,68773
SANTANDER,68861
SUCRE,70265
SUCRE,70429
SUCRE,70771
SUCRE,70230
SUCRE,70204
SUCRE,70473
SUCRE,70508
SUCRE,70001
SUCRE,70221
SUCRE,70523
SUCRE,70713
SUCRE,70820
SUCRE,70823
SUCRE,70110
SUCRE,70215
SUCRE,70233
SUCRE,70235
SUCRE,70418
SUCRE,70670
SUCRE,70702
SUCRE,70717
SUCRE,70742
SUCRE,70124
SUCRE,70400
SUCRE,70678
SUCRE,70708
TOLIMA,73030
TOLIMA,73055
TOLIMA,73270
TOLIMA,73283
TOLIMA,73349
TOLIMA,73443
TOLIMA,73520
TOLIMA,73148
TOLIMA,73226
TOLIMA,73352
TOLIMA,73449
TOLIMA,73873
TOLIMA,73067
TOLIMA,73168
TOLIMA,73217
TOLIMA,73483
TOLIMA,73504
TOLIMA,73555
TOLIMA,73616
TOLIMA,73622
TOLIMA,73675
TOLIMA,73026
TOLIMA,73043
TOLIMA,73124
TOLIMA,73200
TOLIMA,73268
TOLIMA,73275
TOLIMA,73001
TOLIMA,73547
TOLIMA,73624
TOLIMA,73678
TOLIMA,73854
TOLIMA,73024
TOLIMA,73236
TOLIMA,73319
TOLIMA,73563
TOLIMA,73585
TOLIMA,73671
TOLIMA,73770
TOLIMA,73152
TOLIMA,73347
TOLIMA,73408
TOLIMA,73411
TOLIMA,73461
TOLIMA,73686
TOLIMA,73861
TOLIMA,73870
VALLE DEL CAUCA,76036
VALLE DEL CAUCA,76111
VALLE DEL CAUCA,76113
VALLE DEL CAUCA,76126
VALLE DEL CAUCA,76248
VALLE DEL CAUCA,76306
VALLE DEL CAUCA,76318
VALLE DEL CAUCA,76606
VALLE DEL CAUCA,76616
VALLE DEL CAUCA,76670
VALLE DEL CAUCA,76828
VALLE DEL CAUCA,76834
VALLE DEL CAUCA,76890
VALLE DEL CAUCA,76020
VALLE DEL CAUCA,76041
VALLE DEL CAUCA,76054
VALLE DEL CAUCA,76100
VALLE DEL CAUCA,76147
VALLE DEL CAUCA,76243
VALLE DEL CAUCA,76246
VALLE DEL CAUCA,76250
VALLE DEL CAUCA,76400
VALLE DEL CAUCA,76403
VALLE DEL CAUCA,76497
VALLE DEL CAUCA,76622
VALLE DEL CAUCA,76823
VALLE DEL CAUCA,76845
VALLE DEL CAUCA,76863
VALLE DEL CAUCA,76895
VALLE DEL CAUCA,76109
VALLE DEL CAUCA,76122
VALLE DEL CAUCA,76736
VALLE DEL CAUCA,76001
VALLE DEL CAUCA,76130
VALLE DEL CAUCA,76233
VALLE DEL CAUCA,76275
VALLE DEL CAUCA,76364
VALLE DEL CAUCA,76377
VALLE DEL CAUCA,76520
VALLE DEL CAUCA,76563
VALLE DEL CAUCA,76869
VALLE DEL CAUCA,76892
VAUPES,97161
VAUPES,97001
VAUPES,97511
VAUPES,97777
VAUPES,97666
VAUPES,97889
VICHADA,99773
VICHADA,99524
VICHADA,99001
VICHADA,99624
